POZO,FECHA,AGUA_INYECTADA,PIA
well_4,28/07/2022,205,1720
well_4,29/07/2022,207,1740
well_4,30/07/2022,209,1740
well_4,31/07/2022,212,1740
well_4,1/08/2022,211,1740
well_4,2/08/2022,215,1740
well_4,3/08/2022,262,1700
well_4,4/08/2022,246,1700
well_4,5/08/2022,261,1700
well_4,6/08/2022,261,1660
well_4,7/08/2022,292,1670
well_4,8/08/2022,285,1670
well_4,9/08/2022,291,1600
well_4,10/08/2022,277,1420
well_4,11/08/2022,343,1600
well_4,12/08/2022,357,1580
well_4,13/08/2022,347,1600
well_4,14/08/2022,342,1620
well_4,15/08/2022,377,1660
well_4,16/08/2022,359,1660
well_4,17/08/2022,343,1660
well_4,18/08/2022,327,1620
well_4,19/08/2022,342,1600
well_4,20/08/2022,396,1640
well_4,21/08/2022,364,1660
well_4,22/08/2022,350,1660
well_4,23/08/2022,343,1660
well_4,24/08/2022,263,1600
well_4,25/08/2022,358,1600
well_4,26/08/2022,360,1600
well_4,27/08/2022,355,1645
well_4,28/08/2022,366,1660
well_4,29/08/2022,353,1660
well_4,30/08/2022,375,1620
well_4,31/08/2022,427,1620
well_4,1/09/2022,404,1630
well_4,2/09/2022,386,1630
well_4,3/09/2022,347,1620
well_4,4/09/2022,410,1620
well_4,5/09/2022,389,1620
well_4,6/09/2022,380,1640
well_4,7/09/2022,356,1560
well_4,8/09/2022,383,1500
well_4,9/09/2022,387,1520
well_4,10/09/2022,368,1520
well_4,11/09/2022,345,1520
well_4,12/09/2022,330,1520
well_4,13/09/2022,124,1520
well_4,14/09/2022,113,1520
well_4,15/09/2022,208,1520
well_4,16/09/2022,78,1520
well_4,17/09/2022,0,0
well_4,18/09/2022,0,0
well_4,19/09/2022,259,1010
well_4,20/09/2022,259,1030
well_4,21/09/2022,224,1030
well_4,22/09/2022,259,1080
well_4,23/09/2022,259,1080
well_4,24/09/2022,259,1080
well_4,25/09/2022,259,1080
well_4,26/09/2022,259,1080
well_4,27/09/2022,172,1060
well_4,28/09/2022,196,1060
well_4,29/09/2022,198,1080
well_4,30/09/2022,200,1080
well_4,1/10/2022,194,1040
well_4,2/10/2022,199,1060
well_4,3/10/2022,200,1060
well_4,4/10/2022,201,1060
well_4,5/10/2022,211,1160
well_4,6/10/2022,209,1160
well_4,7/10/2022,211,1160
well_4,8/10/2022,215,1160
well_4,9/10/2022,217,1160
well_4,10/10/2022,222,1170
well_4,11/10/2022,225,1170
well_4,12/10/2022,230,1170
well_4,13/10/2022,228,1170
well_4,14/10/2022,231,1160
well_4,15/10/2022,231,1160
well_4,16/10/2022,231,1160
well_4,17/10/2022,231,1160
well_4,18/10/2022,231,1160
well_4,19/10/2022,205,1180
well_4,20/10/2022,205,1180
well_4,21/10/2022,196,1160
well_4,22/10/2022,224,1200
well_4,23/10/2022,266,1440
well_4,24/10/2022,265,1440
well_4,25/10/2022,252,1440
well_4,26/10/2022,245,1440
well_4,27/10/2022,246,1440
well_4,28/10/2022,245,1440
well_4,29/10/2022,253,1470
well_4,30/10/2022,249,1460
well_4,31/10/2022,248,1460
well_4,1/11/2022,248,1470
well_4,2/11/2022,249,1558
well_4,3/11/2022,253,1564
well_4,4/11/2022,252,1500
well_4,5/11/2022,268,1460
well_4,6/11/2022,274,1460
well_4,7/11/2022,166,1460
well_4,8/11/2022,245,1480
well_4,9/11/2022,262,1500
well_4,10/11/2022,245,1500
well_4,11/11/2022,228,1480
well_4,12/11/2022,220,1470
well_4,13/11/2022,244,1480
well_4,14/11/2022,260,1500
well_4,15/11/2022,223,1500
well_4,16/11/2022,220,1500
well_4,17/11/2022,222,1500
well_4,18/11/2022,219,1500
well_4,19/11/2022,220,1587
well_4,20/11/2022,219,1586
well_4,21/11/2022,219,1583
well_4,22/11/2022,224,1583
well_4,23/11/2022,228,1591
well_4,24/11/2022,230,1598
well_4,25/11/2022,234,1480
well_4,26/11/2022,145,1420
well_4,27/11/2022,259,1460
well_4,28/11/2022,246,1480
well_4,29/11/2022,239,1480
well_4,30/11/2022,235,1500
well_4,1/12/2022,237,1480
well_4,2/12/2022,242,1500
well_4,3/12/2022,223,1500
well_4,4/12/2022,201,1500
well_4,5/12/2022,154,1460
well_4,6/12/2022,223,1500
well_4,7/12/2022,223,1480
well_4,8/12/2022,227,1520
well_4,9/12/2022,251,1520
well_4,10/12/2022,207,1520
well_4,11/12/2022,196,1220
well_4,12/12/2022,196,1220
well_4,13/12/2022,196,1220
well_4,14/12/2022,196,1220
well_4,15/12/2022,196,1220
well_4,16/12/2022,196,1220
well_4,17/12/2022,196,1220
well_4,18/12/2022,136,1220
well_4,19/12/2022,98,1220
well_4,20/12/2022,196,1220
well_4,21/12/2022,196,1220
well_4,22/12/2022,196,1220
well_4,23/12/2022,260,1700
well_4,24/12/2022,258,1660
well_4,25/12/2022,255,1660
well_4,26/12/2022,245,1660
well_4,27/12/2022,239,1660
well_4,28/12/2022,229,1640
well_4,29/12/2022,243,1640
well_4,30/12/2022,214,1640
well_4,31/12/2022,206,1638
well_4,1/01/2023,207,1640
well_4,2/01/2023,205,1510
well_4,3/01/2023,198,1515
well_4,4/01/2023,201,1500
well_4,5/01/2023,189,1520
well_4,6/01/2023,204,1520
well_4,7/01/2023,205,1500
well_4,8/01/2023,209,1520
well_4,9/01/2023,215,1520
well_4,10/01/2023,210,1520
well_4,11/01/2023,226,1540
well_4,12/01/2023,208,1500
well_4,13/01/2023,226,1520
well_4,14/01/2023,225,1520
well_4,15/01/2023,226,1520
well_4,16/01/2023,228,1540
well_4,17/01/2023,237,1580
well_4,18/01/2023,240,1580
well_4,19/01/2023,246,1600
well_4,20/01/2023,246,1701
well_4,21/01/2023,244,1719
well_4,22/01/2023,244,1713
well_4,23/01/2023,242,1725
well_4,24/01/2023,239,1711
well_4,25/01/2023,242,1715
well_4,26/01/2023,240,1719
well_4,27/01/2023,241,1660
well_4,28/01/2023,241,1660
well_4,29/01/2023,240,1660
well_4,30/01/2023,241,1640
well_4,31/01/2023,238,1660
well_4,1/02/2023,235,1660
well_4,2/02/2023,217,1600
well_4,3/02/2023,250,1620
well_4,4/02/2023,235,1640
well_4,5/02/2023,229,1640
well_4,6/02/2023,222,1640
well_4,7/02/2023,217,1640
well_4,8/02/2023,215,1550
well_4,9/02/2023,216,1688
well_4,10/02/2023,252,1700
well_4,11/02/2023,274,1610
well_4,12/02/2023,284,1609
well_4,13/02/2023,429,1435
well_4,14/02/2023,715,1360
well_4,15/02/2023,489,1616
well_4,16/02/2023,705,965
well_4,17/02/2023,297,965
well_4,18/02/2023,297,514
well_4,19/02/2023,310,515
well_4,20/02/2023,704,340
well_4,21/02/2023,515,1
well_4,22/02/2023,667,480
well_4,23/02/2023,705,720
well_4,24/02/2023,631,920
well_4,25/02/2023,302,920
well_4,26/02/2023,409,1380
well_4,27/02/2023,539,1560
well_4,28/02/2023,775,1620
well_4,1/03/2023,778,1620
well_4,2/03/2023,780,1620
well_4,3/03/2023,775,1620
well_4,4/03/2023,776,1560
well_4,5/03/2023,802,1600
well_4,6/03/2023,766,1680
well_4,7/03/2023,702,1660
well_4,8/03/2023,878,1680
well_4,9/03/2023,842,1310
well_4,10/03/2023,718,1416
well_4,11/03/2023,611,1424
well_4,12/03/2023,580,1470
well_4,13/03/2023,756,1645
well_4,14/03/2023,927,1497
well_4,15/03/2023,652,1537
well_4,16/03/2023,641,1554
well_4,17/03/2023,956,1480
well_4,18/03/2023,393,1477
well_4,19/03/2023,388,1468
well_4,20/03/2023,445,1470
well_4,21/03/2023,449,1359
well_4,22/03/2023,410,1455
well_4,23/03/2023,363,1458
well_4,24/03/2023,317,1040
well_4,25/03/2023,764,1440
well_4,26/03/2023,766,1440
well_4,27/03/2023,736,1465
well_4,28/03/2023,732,1520
well_4,29/03/2023,721,1460
well_4,30/03/2023,694,1480
well_4,31/03/2023,658,1414
well_4,1/04/2023,642,1439
well_4,2/04/2023,669,1431
well_4,3/04/2023,818,1446
well_4,4/04/2023,816,1471
well_4,5/04/2023,670,1454
well_4,6/04/2023,793,1450
well_4,7/04/2023,804,1500
well_4,8/04/2023,792,100
well_4,9/04/2023,777,1525
well_4,10/04/2023,758,1533
well_4,11/04/2023,735,1535
well_4,12/04/2023,694,1545
well_4,13/04/2023,709,1609
well_4,14/04/2023,461,1609
well_4,15/04/2023,0,0
well_4,16/04/2023,309,1724
well_4,17/04/2023,634,1080
well_4,18/04/2023,66,1080
well_4,19/04/2023,147,1088
well_4,20/04/2023,237,1092
well_4,21/04/2023,240,1090
well_4,22/04/2023,229,1103
well_4,23/04/2023,170,1123
well_4,24/04/2023,239,1123
well_4,25/04/2023,229,1116
well_4,26/04/2023,232,1122
well_4,27/04/2023,230,1134
well_4,28/04/2023,230,1110
well_4,29/04/2023,231,1280
well_4,30/04/2023,650,1370
well_4,1/05/2023,883,1367
well_4,2/05/2023,828,1375
well_4,3/05/2023,771,1385
well_4,4/05/2023,685,1396
well_4,5/05/2023,760,1410
well_4,6/05/2023,694,1410
well_4,7/05/2023,25,1400
well_4,8/05/2023,196,1400
well_4,9/05/2023,168,1400
well_4,10/05/2023,0,0
well_4,11/05/2023,0,0
well_4,12/05/2023,0,0
well_4,13/05/2023,0,0
well_4,14/05/2023,0,0
well_4,15/05/2023,0,0
well_4,16/05/2023,0,0
well_4,17/05/2023,0,0
well_4,18/05/2023,0,0
well_4,19/05/2023,0,0
well_4,20/05/2023,0,0
well_4,21/05/2023,0,0
well_4,22/05/2023,0,0
well_4,23/05/2023,0,0
well_4,24/05/2023,0,0
well_4,25/05/2023,0,0
well_4,26/05/2023,0,0
well_4,27/05/2023,0,0
well_4,28/05/2023,0,0
well_4,29/05/2023,0,0
well_4,30/05/2023,0,0
well_4,31/05/2023,0,0
well_4,1/06/2023,0,0
well_4,2/06/2023,0,0
well_4,3/06/2023,0,0
well_4,4/06/2023,0,0
well_4,5/06/2023,0,0
well_4,6/06/2023,0,0
well_4,7/06/2023,0,0
well_4,8/06/2023,0,0
well_4,9/06/2023,0,0
well_4,10/06/2023,0,0
well_4,11/06/2023,0,0
well_4,12/06/2023,0,0
well_4,13/06/2023,0,0
well_4,14/06/2023,0,0
well_4,15/06/2023,0,0
well_4,16/06/2023,0,0
well_4,17/06/2023,269,1320
well_4,18/06/2023,352,1370
well_4,19/06/2023,428,1382
well_4,20/06/2023,406,1380
well_4,21/06/2023,396,1397
well_4,22/06/2023,374,1450
well_4,23/06/2023,369,1431
well_4,24/06/2023,418,1424
well_4,25/06/2023,462,1433
well_4,26/06/2023,448,1443
well_4,27/06/2023,391,1451
well_4,28/06/2023,348,1463
well_4,29/06/2023,365,1437
well_4,30/06/2023,393,1412
well_4,1/07/2023,411,1412
well_4,2/07/2023,398,1458
well_4,3/07/2023,511,1443
well_4,4/07/2023,572,1435
well_4,5/07/2023,623,1429
well_4,6/07/2023,889,1483
well_4,7/07/2023,862,1503
well_4,8/07/2023,868,1507
well_4,9/07/2023,978,1468
well_4,10/07/2023,892,1505
well_4,11/07/2023,874,1518
well_4,12/07/2023,844,1534
well_4,13/07/2023,871,1490
well_4,14/07/2023,847,1528
well_4,15/07/2023,838,1545
well_4,16/07/2023,840,1549
well_4,17/07/2023,811,1549
well_4,18/07/2023,675,1422
well_4,19/07/2023,856,1488
well_4,20/07/2023,852,1502
well_4,21/07/2023,838,1517
well_4,22/07/2023,818,1527
well_4,23/07/2023,792,1534
well_4,24/07/2023,758,1539
well_4,25/07/2023,724,1553
well_4,26/07/2023,719,1558
well_4,27/07/2023,700,1565
well_4,28/07/2023,702,1570
well_4,29/07/2023,681,1585
well_4,30/07/2023,666,1580
well_4,31/07/2023,665,1580
well_4,1/08/2023,659,1576
well_4,2/08/2023,646,1584
well_4,3/08/2023,639,1589
well_4,4/08/2023,301,1589
well_4,5/08/2023,289,1517
well_4,6/08/2023,28,1517
well_4,7/08/2023,0,0
well_4,8/08/2023,178,1635
well_4,9/08/2023,178,1652
well_4,10/08/2023,178,1652
well_4,11/08/2023,178,1652
well_4,12/08/2023,178,1656
well_4,13/08/2023,178,1651
well_4,14/08/2023,178,1652
well_4,15/08/2023,178,1646
well_4,16/08/2023,178,1645
well_4,17/08/2023,178,1645
well_4,18/08/2023,30,1530
well_4,19/08/2023,674,1580
well_4,20/08/2023,674,1568
well_4,21/08/2023,674,1552
well_4,22/08/2023,674,1551
well_4,23/08/2023,653,1546
well_4,24/08/2023,646,1499
well_4,25/08/2023,688,1505
well_4,26/08/2023,720,1502
well_4,27/08/2023,710,1509
well_4,28/08/2023,651,1515
well_4,29/08/2023,674,1484
well_4,30/08/2023,709,1499
well_4,31/08/2023,748,1506
well_4,1/09/2023,745,1517
well_4,2/09/2023,736,1527
well_4,3/09/2023,679,1527
well_4,4/09/2023,480,1484
well_4,5/09/2023,751,1505
well_4,6/09/2023,757,1516
well_4,7/09/2023,739,1526
well_4,8/09/2023,696,1442
well_4,9/09/2023,793,1510
well_4,10/09/2023,390,1392
well_4,11/09/2023,533,1401
well_4,12/09/2023,721,1764
well_4,13/09/2023,795,1764
well_4,14/09/2023,1013,1476
well_4,15/09/2023,999,1113
well_4,16/09/2023,970,1115
well_4,17/09/2023,968,1156
well_4,18/09/2023,966,1150
well_4,19/09/2023,1010,1164
well_4,20/09/2023,946,1160
well_4,21/09/2023,247,667
well_4,22/09/2023,751,1118
well_4,23/09/2023,731,1057
well_4,24/09/2023,736,1055
well_4,25/09/2023,668,1055
well_4,26/09/2023,661,1055
well_4,27/09/2023,652,1055
well_4,28/09/2023,617,1055
well_4,29/09/2023,522,1073
well_4,30/09/2023,815,1100
well_4,1/10/2023,856,1120
well_4,2/10/2023,813,1106
well_4,3/10/2023,739,1050
well_4,4/10/2023,735,1061
well_4,5/10/2023,562,961
well_4,6/10/2023,466,945
well_4,7/10/2023,388,1095
well_4,8/10/2023,545,1061
well_4,9/10/2023,531,1061
well_4,10/10/2023,549,1015
well_4,11/10/2023,557,1039
well_4,12/10/2023,559,1035
well_4,13/10/2023,451,970
well_4,14/10/2023,542,1040
well_4,15/10/2023,432,1058
well_4,16/10/2023,534,1038
well_4,17/10/2023,579,1058
well_4,18/10/2023,632,1074
well_4,19/10/2023,637,1082
well_4,20/10/2023,654,1174
well_4,21/10/2023,858,1161
well_4,22/10/2023,826,1161
well_4,23/10/2023,826,1160
well_4,24/10/2023,848,1178
well_4,25/10/2023,830,1181
well_4,26/10/2023,100,1181
well_4,27/10/2023,352,950
well_4,28/10/2023,331,1011
well_4,29/10/2023,442,1022
well_4,30/10/2023,545,1064
well_4,31/10/2023,462,1064
well_4,1/11/2023,544,1046
well_4,2/11/2023,644,1004
well_4,3/11/2023,667,1054
well_4,4/11/2023,823,1075
well_4,5/11/2023,890,1089
well_4,6/11/2023,868,1118
well_4,7/11/2023,832,1132
well_4,8/11/2023,915,1159
well_4,9/11/2023,900,1163
well_4,10/11/2023,900,1166
well_4,11/11/2023,881,1160
well_4,12/11/2023,895,1110
well_4,13/11/2023,886,1090
well_4,14/11/2023,888,1194
well_4,15/11/2023,891,1208
well_4,16/11/2023,901,1189
well_4,17/11/2023,890,1205
well_4,18/11/2023,866,1257
well_4,19/11/2023,859,1249
well_4,20/11/2023,721,1116
well_4,21/11/2023,619,1087
well_4,22/11/2023,617,1072
well_4,23/11/2023,618,1073
well_4,24/11/2023,624,1074
well_4,25/11/2023,793,1154
well_4,26/11/2023,751,1154
well_4,27/11/2023,708,1165
well_4,28/11/2023,673,1171
well_4,29/11/2023,668,1195
well_4,30/11/2023,557,1135
well_4,1/12/2023,793,1236
well_4,2/12/2023,763,1235
well_4,3/12/2023,684,1249
well_4,4/12/2023,639,1266
well_4,5/12/2023,573,1268
well_4,6/12/2023,767,1273
well_4,7/12/2023,751,1281
well_4,8/12/2023,740,1285
well_4,9/12/2023,734,1180
well_4,10/12/2023,719,1305
well_4,11/12/2023,694,1286
well_4,12/12/2023,684,1298
well_4,13/12/2023,669,1329
well_4,14/12/2023,667,1330
well_4,15/12/2023,658,1336
well_4,16/12/2023,639,1343
well_4,17/12/2023,635,1352
well_4,18/12/2023,588,1271
well_4,19/12/2023,643,1322
well_4,20/12/2023,594,1293
well_4,21/12/2023,818,1345
well_4,22/12/2023,696,1351
well_4,23/12/2023,684,1350
well_4,24/12/2023,692,1376
well_4,25/12/2023,823,1369
well_4,26/12/2023,767,1361
well_4,27/12/2023,757,1372
well_4,28/12/2023,761,1410
well_4,29/12/2023,844,1434
well_4,30/12/2023,764,1369
well_4,31/12/2023,650,1373
well_4,1/01/2024,641,1388
well_4,2/01/2024,637,1393
well_4,3/01/2024,641,1395
well_4,4/01/2024,611,1391
well_4,5/01/2024,593,1476
well_4,6/01/2024,807,1467
well_4,7/01/2024,822,1466
well_4,8/01/2024,815,1467
well_4,9/01/2024,788,1472
well_4,10/01/2024,775,1473
well_4,11/01/2024,767,1475
well_4,12/01/2024,764,1498
well_4,13/01/2024,754,1497
well_4,14/01/2024,738,1499
well_4,15/01/2024,739,1495
well_4,16/01/2024,735,1500
well_4,17/01/2024,727,1500
well_4,18/01/2024,719,1520
well_4,19/01/2024,716,1547
well_4,20/01/2024,690,1540
well_4,21/01/2024,685,1539
well_4,22/01/2024,763,1438
well_4,23/01/2024,836,1441
well_4,24/01/2024,806,1653
well_4,25/01/2024,795,1447
well_4,26/01/2024,772,1428
well_4,27/01/2024,723,1414
well_4,28/01/2024,685,1406
well_4,29/01/2024,662,1405
well_4,30/01/2024,550,1447
well_4,31/01/2024,822,1447
well_4,1/02/2024,297,1281
well_4,2/02/2024,643,1265
well_4,3/02/2024,626,1280
well_4,4/02/2024,631,1280
well_4,5/02/2024,619,1270
well_4,6/02/2024,662,1290
well_4,7/02/2024,752,1346
well_4,8/02/2024,812,1371
well_4,9/02/2024,718,1360
well_4,10/02/2024,781,1370
well_4,11/02/2024,787,1282
well_4,12/02/2024,747,1287
well_4,13/02/2024,689,1263
well_4,14/02/2024,584,1250
well_4,15/02/2024,517,1237
well_4,16/02/2024,502,1232
well_4,17/02/2024,729,1301
well_4,18/02/2024,687,1281
well_4,19/02/2024,658,1274
well_4,20/02/2024,632,1276
well_4,21/02/2024,627,1287
well_4,22/02/2024,616,1278
well_4,23/02/2024,602,1260
well_4,24/02/2024,545,1255
well_4,25/02/2024,519,1252
well_4,26/02/2024,518,1254
well_4,27/02/2024,516,1250
well_4,28/02/2024,515,1250
well_4,29/02/2024,508,1264
well_4,1/03/2024,505,1271
well_4,2/03/2024,518,1285
well_4,3/03/2024,567,1265
well_4,4/03/2024,688,1269
well_4,5/03/2024,654,1262
well_4,6/03/2024,653,1275
well_4,7/03/2024,581,1204
well_4,8/03/2024,420,1250
well_4,9/03/2024,810,1240
well_4,10/03/2024,700,1266
well_4,11/03/2024,680,1264
well_4,12/03/2024,615,1223
well_4,13/03/2024,570,1252
well_4,14/03/2024,530,1273
well_4,15/03/2024,502,1265
well_4,16/03/2024,472,1260
well_4,17/03/2024,548,1290
well_4,18/03/2024,548,1325
well_4,19/03/2024,467,1275
well_4,20/03/2024,477,1240
well_4,21/03/2024,497,1235
well_4,22/03/2024,499,1221
well_4,23/03/2024,515,1238
well_4,24/03/2024,526,1244
well_4,25/03/2024,457,1200
well_4,26/03/2024,418,1202
well_4,27/03/2024,405,1187
well_4,28/03/2024,423,1242
well_4,29/03/2024,591,1227
well_4,30/03/2024,564,1212
well_4,31/03/2024,721,1250
well_4,1/04/2024,649,1235
well_4,2/04/2024,623,1240
well_4,3/04/2024,591,1222
well_4,4/04/2024,594,1233
well_4,5/04/2024,783,1250
well_4,6/04/2024,618,1214
well_4,7/04/2024,550,1201
well_4,8/04/2024,546,1207
well_4,9/04/2024,576,1231
well_4,10/04/2024,579,1225
well_4,11/04/2024,525,1211
well_4,12/04/2024,482,1215
well_4,13/04/2024,723,1321
well_4,14/04/2024,919,1313
well_4,15/04/2024,877,1318
well_4,16/04/2024,747,1303
well_4,17/04/2024,904,1346
well_4,18/04/2024,852,1354
well_4,19/04/2024,838,1354
well_4,20/04/2024,806,1354
well_4,21/04/2024,727,1354
well_4,22/04/2024,721,1354
well_4,23/04/2024,811,1354
well_4,24/04/2024,847,1344
well_4,25/04/2024,810,1350
well_4,26/04/2024,785,1340
well_4,27/04/2024,790,1350
well_4,28/04/2024,609,1350
well_4,29/04/2024,511,1303
well_4,30/04/2024,745,1302
well_4,1/05/2024,799,1267
well_4,2/05/2024,725,1264
well_4,3/05/2024,709,1264
well_4,4/05/2024,702,1285
well_4,5/05/2024,667,1276
well_4,6/05/2024,792,1317
well_4,7/05/2024,598,1202
well_4,8/05/2024,456,1210
well_4,9/05/2024,434,1202
well_4,10/05/2024,452,1173
well_4,11/05/2024,808,1289
well_4,12/05/2024,771,1304
well_4,13/05/2024,748,1309
well_4,14/05/2024,734,1318
well_4,15/05/2024,729,1325
well_4,16/05/2024,731,1324
well_4,17/05/2024,746,1313
well_4,18/05/2024,760,1318
well_4,19/05/2024,764,1324
well_4,20/05/2024,776,1329
well_4,21/05/2024,775,1328
well_4,22/05/2024,765,1328
well_4,23/05/2024,854,1381
well_4,24/05/2024,962,1387
well_4,25/05/2024,987,1391
well_4,26/05/2024,1076,1390
well_4,27/05/2024,888,1243
well_4,28/05/2024,752,1256
well_4,29/05/2024,701,1236
well_4,30/05/2024,650,1217
well_4,31/05/2024,440,1197
well_4,1/06/2024,694,1099
well_4,2/06/2024,690,1083
well_4,3/06/2024,746,1146
well_4,4/06/2024,698,1146
well_4,5/06/2024,586,1134
well_4,6/06/2024,831,1196
well_4,7/06/2024,816,1218
well_4,8/06/2024,726,1083
well_4,9/06/2024,625,1096
well_4,10/06/2024,594,1118
well_4,11/06/2024,621,1125
well_4,12/06/2024,641,1124
well_4,13/06/2024,549,969
well_4,14/06/2024,412,905
well_4,15/06/2024,389,889
well_4,16/06/2024,640,1111
well_4,17/06/2024,626,1117
well_4,18/06/2024,660,1145
well_4,19/06/2024,697,1138
well_4,20/06/2024,662,1104
well_4,21/06/2024,488,874
well_4,22/06/2024,982,1215
well_4,23/06/2024,787,1151
well_4,24/06/2024,670,1031
well_4,25/06/2024,614,1075
well_4,26/06/2024,847,1216
well_4,27/06/2024,687,1179
well_4,28/06/2024,969,1216
well_4,29/06/2024,925,1206
well_4,30/06/2024,907,1213
well_4,1/07/2024,935,1201
well_4,2/07/2024,915,1183
well_4,3/07/2024,945,1198
well_4,4/07/2024,987,1232
well_4,5/07/2024,1014,1249
well_4,6/07/2024,716,1249
well_4,7/07/2024,687,1314
well_4,8/07/2024,1051,1233
well_4,9/07/2024,1046,1199
well_4,10/07/2024,1101,1232
well_4,11/07/2024,1112,1252
well_4,12/07/2024,1030,1103
well_4,13/07/2024,1021,1122
well_4,14/07/2024,1006,1138
well_4,15/07/2024,995,1155
well_4,16/07/2024,979,1163
well_4,17/07/2024,963,1185
well_4,18/07/2024,948,1197
well_4,19/07/2024,946,1219
well_4,20/07/2024,940,1228
well_4,21/07/2024,931,1248
well_4,22/07/2024,913,1283
well_4,23/07/2024,975,1324
well_4,24/07/2024,985,1333
well_4,25/07/2024,596,1333
well_6,30/07/2022,1581,1800
well_6,31/07/2022,1559,1800
well_6,1/08/2022,1542,1782
well_6,2/08/2022,1532,1783
well_6,3/08/2022,1508,1752
well_6,4/08/2022,1494,1749
well_6,5/08/2022,1151,1735
well_6,6/08/2022,1395,1707
well_6,7/08/2022,1513,1719
well_6,8/08/2022,906,1719
well_6,9/08/2022,847,1659
well_6,10/08/2022,1356,1468
well_6,11/08/2022,1440,1676
well_6,12/08/2022,1394,1666
well_6,13/08/2022,1464,1698
well_6,14/08/2022,1470,1711
well_6,15/08/2022,1478,1735
well_6,16/08/2022,1478,1738
well_6,17/08/2022,1492,1750
well_6,18/08/2022,880,1690
well_6,19/08/2022,632,1676
well_6,20/08/2022,1524,1687
well_6,21/08/2022,1470,1713
well_6,22/08/2022,1510,1724
well_6,23/08/2022,1450,1727
well_6,24/08/2022,849,1690
well_6,25/08/2022,1503,1717
well_6,26/08/2022,1430,1731
well_6,27/08/2022,1418,1740
well_6,28/08/2022,1399,1747
well_6,29/08/2022,1439,1721
well_6,30/08/2022,1387,1692
well_6,31/08/2022,1391,1716
well_6,1/09/2022,1364,1728
well_6,2/09/2022,1398,1727
well_6,3/09/2022,1280,1713
well_6,4/09/2022,1394,1724
well_6,5/09/2022,1416,1731
well_6,6/09/2022,1413,1729
well_6,7/09/2022,1382,1652
well_6,8/09/2022,1400,1587
well_6,9/09/2022,1423,1604
well_6,10/09/2022,1379,1628
well_6,11/09/2022,1326,1623
well_6,12/09/2022,1368,1631
well_6,13/09/2022,545,1631
well_6,14/09/2022,565,1600
well_6,15/09/2022,1419,1608
well_6,16/09/2022,513,1608
well_6,17/09/2022,0,0
well_6,18/09/2022,0,0
well_6,19/09/2022,509,1064
well_6,20/09/2022,1204,1071
well_6,21/09/2022,602,1071
well_6,22/09/2022,1165,1126
well_6,23/09/2022,1216,1131
well_6,24/09/2022,1206,1137
well_6,25/09/2022,1193,1146
well_6,26/09/2022,1220,1163
well_6,27/09/2022,1099,1126
well_6,28/09/2022,1196,1149
well_6,29/09/2022,1181,1143
well_6,30/09/2022,1167,1161
well_6,1/10/2022,1079,1113
well_6,2/10/2022,1019,1120
well_6,3/10/2022,1022,1126
well_6,4/10/2022,1003,1131
well_6,5/10/2022,1174,1260
well_6,6/10/2022,1177,1260
well_6,7/10/2022,1178,1260
well_6,8/10/2022,1181,1262
well_6,9/10/2022,1173,1261
well_6,10/10/2022,1165,1270
well_6,11/10/2022,1166,1274
well_6,12/10/2022,1171,1274
well_6,13/10/2022,1145,1270
well_6,14/10/2022,1142,1281
well_6,15/10/2022,1142,1281
well_6,16/10/2022,1142,1281
well_6,17/10/2022,1142,1281
well_6,18/10/2022,1142,1281
well_6,19/10/2022,975,1260
well_6,20/10/2022,975,1260
well_6,21/10/2022,980,1219
well_6,22/10/2022,1053,1269
well_6,23/10/2022,1311,1503
well_6,24/10/2022,1309,1503
well_6,25/10/2022,1290,1520
well_6,26/10/2022,1293,1522
well_6,27/10/2022,1270,1522
well_6,28/10/2022,1190,1539
well_6,29/10/2022,1257,1530
well_6,30/10/2022,1265,1539
well_6,31/10/2022,1258,1533
well_6,1/11/2022,1254,1534
well_6,2/11/2022,1256,1540
well_6,3/11/2022,1228,1548
well_6,4/11/2022,1217,1536
well_6,5/11/2022,1124,1546
well_6,6/11/2022,1022,1546
well_6,7/11/2022,1000,1567
well_6,8/11/2022,968,1557
well_6,9/11/2022,985,1577
well_6,10/11/2022,980,1565
well_6,11/11/2022,816,1556
well_6,12/11/2022,858,1531
well_6,13/11/2022,1075,1551
well_6,14/11/2022,929,1554
well_6,15/11/2022,1025,1563
well_6,16/11/2022,1039,1566
well_6,17/11/2022,1046,1570
well_6,18/11/2022,1057,1570
well_6,19/11/2022,1069,1574
well_6,20/11/2022,1053,1574
well_6,21/11/2022,1077,1571
well_6,22/11/2022,1068,1571
well_6,23/11/2022,1084,1578
well_6,24/11/2022,1098,1585
well_6,25/11/2022,1018,1560
well_6,26/11/2022,794,1488
well_6,27/11/2022,1167,1518
well_6,28/11/2022,1150,1541
well_6,29/11/2022,1145,1547
well_6,30/11/2022,1131,1553
well_6,1/12/2022,1024,1554
well_6,2/12/2022,1103,1573
well_6,3/12/2022,1079,1442
well_6,4/12/2022,1047,1442
well_6,5/12/2022,854,1501
well_6,6/12/2022,1198,1552
well_6,7/12/2022,1121,1536
well_6,8/12/2022,1109,1600
well_6,9/12/2022,160,1600
well_6,10/12/2022,0,0
well_6,11/12/2022,0,0
well_6,12/12/2022,0,0
well_6,13/12/2022,0,0
well_6,14/12/2022,0,0
well_6,15/12/2022,0,0
well_6,16/12/2022,0,0
well_6,17/12/2022,0,0
