POZO,FECHA,AGUA_INYECTADA,PIA
well_15,23/03/2020,0,0
well_15,24/03/2020,1253,1103
well_15,25/03/2020,1447,1283
well_15,26/03/2020,1446,1284
well_15,27/03/2020,1004,1292
well_15,28/03/2020,1436,1280
well_15,29/03/2020,1436,1270
well_15,30/03/2020,1434,1270
well_15,31/03/2020,1395,1280
well_15,1/04/2020,1427,1270
well_15,2/04/2020,1444,1260
well_15,3/04/2020,1447,1255
well_15,4/04/2020,1445,1240
well_15,5/04/2020,1448,1264
well_15,6/04/2020,1448,1270
well_15,7/04/2020,1415,1268
well_15,8/04/2020,1448,1257
well_15,9/04/2020,1462,1256
well_15,10/04/2020,1467,1283
well_15,11/04/2020,1183,1265
well_15,12/04/2020,1453,1267
well_15,13/04/2020,1475,1255
well_15,14/04/2020,1453,1235
well_15,15/04/2020,1227,1054
well_15,16/04/2020,1444,1230
well_15,17/04/2020,1420,1240
well_15,18/04/2020,1459,1240
well_15,19/04/2020,1463,1240
well_15,20/04/2020,1463,1240
well_15,21/04/2020,1461,1240
well_15,22/04/2020,1249,1240
well_15,23/04/2020,1179,1240
well_15,24/04/2020,1457,1250
well_15,25/04/2020,1459,1240
well_15,26/04/2020,1462,1260
well_15,27/04/2020,1389,1254
well_15,28/04/2020,1435,1255
well_15,29/04/2020,1434,1245
well_15,30/04/2020,1431,1250
well_15,1/05/2020,1433,1240
well_15,2/05/2020,1401,1201
well_15,3/05/2020,1417,1240
well_15,4/05/2020,1405,1240
well_15,5/05/2020,1404,1250
well_15,6/05/2020,1334,1149
well_15,7/05/2020,1446,1220
well_15,8/05/2020,1442,1223
well_15,9/05/2020,1361,1247
well_15,10/05/2020,1443,1220
well_15,11/05/2020,1451,1216
well_15,12/05/2020,1454,1205
well_15,13/05/2020,1455,1195
well_15,14/05/2020,1163,1205
well_15,15/05/2020,1428,1178
well_15,16/05/2020,1426,1198
well_15,17/05/2020,1422,1190
well_15,18/05/2020,1420,1190
well_15,19/05/2020,1416,1172
well_15,20/05/2020,1416,1160
well_15,21/05/2020,1413,1160
well_15,22/05/2020,1413,1160
well_15,23/05/2020,1412,1155
well_15,24/05/2020,1441,1180
well_15,25/05/2020,1438,1170
well_15,26/05/2020,1438,1160
well_15,27/05/2020,1441,1290
well_15,28/05/2020,1438,1290
well_15,29/05/2020,1435,1290
well_15,30/05/2020,1442,1295
well_15,31/05/2020,1449,1290
well_15,1/06/2020,1429,1312
well_15,2/06/2020,1386,1273
well_15,3/06/2020,1430,1311
well_15,4/06/2020,1436,1305
well_15,5/06/2020,1439,1260
well_15,6/06/2020,1409,1400
well_15,7/06/2020,1636,1280
well_15,8/06/2020,1433,1280
well_15,9/06/2020,1361,1236
well_15,10/06/2020,914,1236
well_15,11/06/2020,1427,1236
well_15,12/06/2020,1424,1236
well_15,13/06/2020,1406,1230
well_15,14/06/2020,1434,1225
well_15,15/06/2020,1445,1220
well_15,16/06/2020,1445,1220
well_15,17/06/2020,1445,1220
well_15,18/06/2020,1450,1220
well_15,19/06/2020,1426,1230
well_15,20/06/2020,1441,1200
well_15,21/06/2020,1436,1180
well_15,22/06/2020,1437,1200
well_15,23/06/2020,1434,1140
well_15,24/06/2020,1426,1120
well_15,25/06/2020,1426,1120
well_15,26/06/2020,1425,1132
well_15,27/06/2020,1471,1123
well_15,28/06/2020,1432,1123
well_15,29/06/2020,1427,1185
well_15,30/06/2020,1448,1175
well_15,1/07/2020,1444,1165
well_15,2/07/2020,1449,1170
well_15,3/07/2020,725,1200
well_15,4/07/2020,1371,1180
well_15,5/07/2020,900,1200
well_15,6/07/2020,1440,1172
well_15,7/07/2020,616,1170
well_15,8/07/2020,1119,1120
well_15,9/07/2020,1465,1120
well_15,10/07/2020,1041,1120
well_15,11/07/2020,1436,1130
well_15,12/07/2020,1435,1130
well_15,13/07/2020,1431,1165
well_15,14/07/2020,1455,1150
well_15,15/07/2020,1456,1150
well_15,16/07/2020,1453,1150
well_15,17/07/2020,1407,1150
well_15,18/07/2020,1434,1150
well_15,19/07/2020,1436,1160
well_15,20/07/2020,1436,1150
well_15,21/07/2020,1435,1130
well_15,22/07/2020,1430,1120
well_15,23/07/2020,1427,1120
well_15,24/07/2020,1428,1120
well_15,25/07/2020,1427,1120
well_15,26/07/2020,1422,1120
well_15,27/07/2020,663,120
well_15,28/07/2020,717,1143
well_15,29/07/2020,1399,1130
well_15,30/07/2020,1445,1117
well_15,31/07/2020,1447,1115
well_15,1/08/2020,1443,1120
well_15,2/08/2020,1307,1115
well_15,3/08/2020,1436,1105
well_15,4/08/2020,1434,1100
well_15,5/08/2020,1434,1112
well_15,6/08/2020,1255,1260
well_15,7/08/2020,1405,1250
well_15,8/08/2020,650,500
well_15,9/08/2020,1396,1220
well_15,10/08/2020,1418,1220
well_15,11/08/2020,1179,1235
well_15,12/08/2020,1416,1220
well_15,13/08/2020,1413,1220
well_15,14/08/2020,1410,1220
well_15,15/08/2020,1389,1180
well_15,16/08/2020,1398,1220
well_15,17/08/2020,1384,1190
well_15,18/08/2020,1118,0
well_15,19/08/2020,1435,1190
well_15,20/08/2020,1433,1180
well_15,21/08/2020,1433,1160
well_15,22/08/2020,1426,1140
well_15,23/08/2020,1379,1105
well_15,24/08/2020,1382,1160
well_15,25/08/2020,1420,1140
well_15,26/08/2020,1420,1120
well_15,27/08/2020,1420,1110
well_15,28/08/2020,1420,1130
well_15,29/08/2020,1417,1120
well_15,30/08/2020,902,1130
well_15,31/08/2020,1432,1080
well_15,1/09/2020,1428,1065
well_15,2/09/2020,1428,1040
well_15,3/09/2020,1427,1040
well_15,4/09/2020,1428,1045
well_15,5/09/2020,1428,1040
well_15,6/09/2020,1291,1100
well_15,7/09/2020,1402,1000
well_15,8/09/2020,1446,980
well_15,9/09/2020,1458,960
well_15,10/09/2020,708,960
well_15,11/09/2020,1401,880
well_15,12/09/2020,1553,940
well_15,13/09/2020,1419,900
well_15,14/09/2020,1433,880
well_15,15/09/2020,1436,880
well_15,16/09/2020,1049,900
well_15,17/09/2020,1467,900
well_15,18/09/2020,1461,920
well_15,19/09/2020,1455,915
well_15,20/09/2020,1454,915
well_15,21/09/2020,1452,912
well_15,22/09/2020,1452,920
well_15,23/09/2020,1453,915
well_15,24/09/2020,840,915
well_15,25/09/2020,0,0
well_15,26/09/2020,559,1300
well_15,27/09/2020,921,1300
well_15,28/09/2020,919,1300
well_15,29/09/2020,924,1300
well_15,30/09/2020,926,1290
well_15,1/10/2020,779,1290
well_15,2/10/2020,574,1402
well_15,3/10/2020,935,1260
well_15,4/10/2020,925,1260
well_15,5/10/2020,925,1280
well_15,6/10/2020,928,1270
well_15,7/10/2020,927,1268
well_15,8/10/2020,930,1290
well_15,9/10/2020,927,1280
well_15,10/10/2020,928,1290
well_15,11/10/2020,931,1300
well_15,12/10/2020,938,1300
well_15,13/10/2020,933,1300
well_15,14/10/2020,933,1280
well_15,15/10/2020,934,1275
well_15,16/10/2020,933,1279
well_15,17/10/2020,932,1256
well_15,18/10/2020,695,1260
well_15,19/10/2020,927,1260
well_15,20/10/2020,949,1260
well_15,21/10/2020,930,1263
well_15,22/10/2020,925,1258
well_15,23/10/2020,61,20
well_15,24/10/2020,305,1060
well_15,25/10/2020,219,1060
well_15,26/10/2020,916,1060
well_15,27/10/2020,934,1280
well_15,28/10/2020,937,1280
well_15,29/10/2020,918,1280
well_15,30/10/2020,926,1260
well_15,31/10/2020,930,1250
well_15,1/11/2020,931,1246
well_15,2/11/2020,931,1244
well_15,3/11/2020,933,1240
well_15,4/11/2020,937,1240
well_15,5/11/2020,904,1240
well_15,6/11/2020,487,1242
well_15,7/11/2020,894,1275
well_15,8/11/2020,903,1290
well_15,9/11/2020,911,1280
well_15,10/11/2020,912,1260
well_15,11/11/2020,813,1260
well_15,12/11/2020,720,1020
well_15,13/11/2020,894,1000
well_15,14/11/2020,896,1000
well_15,15/11/2020,901,1000
well_15,16/11/2020,899,1258
well_15,17/11/2020,815,1260
well_15,18/11/2020,897,1264
well_15,19/11/2020,893,1274
well_15,20/11/2020,902,1270
well_15,21/11/2020,902,1260
well_15,22/11/2020,904,1260
well_15,23/11/2020,888,1270
well_15,24/11/2020,902,1280
well_15,25/11/2020,903,1280
well_15,26/11/2020,903,1280
well_15,27/11/2020,903,1260
well_15,28/11/2020,903,1280
well_15,29/11/2020,895,1250
well_15,30/11/2020,891,1280
well_15,1/12/2020,710,1200
well_15,2/12/2020,897,1192
well_15,3/12/2020,904,1190
well_15,4/12/2020,906,1183
well_15,5/12/2020,906,1183
well_15,6/12/2020,907,1180
well_15,7/12/2020,907,1170
well_15,8/12/2020,908,1170
well_15,9/12/2020,908,1160
well_15,10/12/2020,905,1190
well_15,11/12/2020,906,1180
well_15,12/12/2020,906,1190
well_15,13/12/2020,902,1180
well_15,14/12/2020,904,1180
well_15,15/12/2020,904,1180
well_15,16/12/2020,886,1180
well_15,17/12/2020,831,1160
well_15,18/12/2020,610,1141
well_15,19/12/2020,812,1130
well_15,20/12/2020,746,1140
well_15,21/12/2020,911,1155
well_15,22/12/2020,848,1160
well_15,23/12/2020,854,1150
well_15,24/12/2020,847,1160
well_15,25/12/2020,922,1140
well_15,26/12/2020,841,1160
well_15,27/12/2020,871,1160
well_15,28/12/2020,562,1200
well_15,29/12/2020,873,1160
well_15,30/12/2020,886,1180
well_15,31/12/2020,865,1180
well_15,1/01/2021,808,1163
well_15,2/01/2021,901,1160
well_15,3/01/2021,856,1156
well_15,4/01/2021,886,1150
well_15,5/01/2021,918,1150
well_15,6/01/2021,916,1150
well_15,7/01/2021,916,1140
well_15,8/01/2021,918,1150
well_15,9/01/2021,879,1165
well_15,10/01/2021,894,1180
well_15,11/01/2021,915,1160
well_15,12/01/2021,871,1160
well_15,13/01/2021,835,1180
well_15,14/01/2021,878,1160
well_15,15/01/2021,824,1160
well_15,16/01/2021,918,1160
well_15,17/01/2021,920,1160
well_15,18/01/2021,902,1160
well_15,19/01/2021,902,1215
well_15,20/01/2021,922,1210
well_15,21/01/2021,923,1209
well_15,22/01/2021,876,1206
well_15,23/01/2021,913,1215
well_15,24/01/2021,900,1215
well_15,25/01/2021,888,1230
well_15,26/01/2021,890,1230
well_15,27/01/2021,682,1230
well_15,28/01/2021,194,1220
well_15,29/01/2021,810,1240
well_15,30/01/2021,687,1240
well_15,31/01/2021,906,1240
well_15,1/02/2021,906,1240
well_15,2/02/2021,453,1240
well_15,3/02/2021,0,0
well_15,4/02/2021,0,0
well_15,5/02/2021,0,0
well_15,6/02/2021,0,0
well_15,7/02/2021,605,1228
well_15,8/02/2021,901,1237
well_15,9/02/2021,899,1230
well_15,10/02/2021,902,1220
well_15,11/02/2021,901,1260
well_15,12/02/2021,897,1260
well_15,13/02/2021,898,1248
well_15,14/02/2021,875,1260
well_15,15/02/2021,891,1262
well_15,16/02/2021,894,1272
well_15,17/02/2021,896,1260
well_15,18/02/2021,897,1260
well_15,19/02/2021,896,1260
well_15,20/02/2021,893,1260
well_15,21/02/2021,892,1260
well_15,22/02/2021,866,1260
well_15,23/02/2021,892,1260
well_15,24/02/2021,897,1280
well_15,25/02/2021,1190,1200
well_15,26/02/2021,873,1268
well_15,27/02/2021,897,1270
well_15,28/02/2021,898,1270
well_15,1/03/2021,892,1270
well_15,2/03/2021,863,1270
well_15,3/03/2021,776,1270
well_15,4/03/2021,464,1240
well_15,5/03/2021,921,1250
well_15,6/03/2021,807,1260
well_15,7/03/2021,917,1270
well_15,8/03/2021,917,1260
well_15,9/03/2021,919,1260
well_15,10/03/2021,920,1260
well_15,11/03/2021,918,1248
well_15,12/03/2021,817,1235
well_15,13/03/2021,905,1233
well_15,14/03/2021,918,1280
well_15,15/03/2021,887,1260
well_15,16/03/2021,907,1260
well_15,17/03/2021,909,1245
well_15,18/03/2021,911,1273
well_15,19/03/2021,345,1273
well_15,20/03/2021,834,1265
well_15,21/03/2021,888,1250
well_15,22/03/2021,905,1267
well_15,23/03/2021,905,1270
well_15,24/03/2021,836,1260
well_15,25/03/2021,898,1280
well_15,26/03/2021,896,1280
well_15,27/03/2021,904,1235
well_15,28/03/2021,893,1200
well_15,29/03/2021,902,1250
well_15,30/03/2021,902,1250
well_15,31/03/2021,901,1247
well_15,1/04/2021,900,1254
well_15,2/04/2021,899,1270
well_15,3/04/2021,687,0
well_15,4/04/2021,0,0
well_15,5/04/2021,0,0
well_15,6/04/2021,0,0
well_15,7/04/2021,0,0
well_15,8/04/2021,0,0
well_15,9/04/2021,0,0
well_15,10/04/2021,0,0
well_15,11/04/2021,0,0
well_15,12/04/2021,0,0
well_15,13/04/2021,0,0
well_15,14/04/2021,0,0
well_15,15/04/2021,0,0
well_15,16/04/2021,0,0
well_15,17/04/2021,0,0
well_15,18/04/2021,0,0
well_15,19/04/2021,0,0
well_15,20/04/2021,0,0
well_15,21/04/2021,0,0
well_15,22/04/2021,0,0
well_15,23/04/2021,0,0
well_15,24/04/2021,0,0
well_15,25/04/2021,0,0
well_15,26/04/2021,0,0
well_15,27/04/2021,0,0
well_15,28/04/2021,664,500
well_15,29/04/2021,613,390
well_15,30/04/2021,1201,420
well_15,1/05/2021,1200,400
well_15,2/05/2021,1196,440
well_15,3/05/2021,1198,466
well_15,4/05/2021,1471,608
well_15,5/05/2021,1167,380
well_15,6/05/2021,1203,380
well_15,7/05/2021,1268,504
well_15,8/05/2021,1335,550
well_15,9/05/2021,1307,890
well_15,10/05/2021,1313,870
well_15,11/05/2021,1330,500
well_15,12/05/2021,1352,500
well_15,13/05/2021,1345,500
well_15,14/05/2021,1351,500
well_15,15/05/2021,1350,500
well_15,16/05/2021,1350,500
well_15,17/05/2021,1352,500
well_15,18/05/2021,1348,500
well_15,19/05/2021,1327,400
well_15,20/05/2021,1290,400
well_15,21/05/2021,1248,379
well_15,22/05/2021,1284,377
well_15,23/05/2021,1278,380
well_15,24/05/2021,1293,370
well_15,25/05/2021,1318,375
well_15,26/05/2021,1330,380
well_15,27/05/2021,1345,400
well_15,28/05/2021,1234,400
well_15,29/05/2021,675,400
well_15,30/05/2021,706,280
well_15,31/05/2021,1248,380
well_15,1/06/2021,1241,260
well_15,2/06/2021,1233,280
well_15,3/06/2021,1232,280
well_15,4/06/2021,1232,280
well_15,5/06/2021,1233,290
well_15,6/06/2021,1230,295
well_15,7/06/2021,1231,295
well_15,8/06/2021,1225,310
well_15,9/06/2021,444,220
well_15,10/06/2021,1095,300
well_15,11/06/2021,1295,340
well_15,12/06/2021,567,0
well_15,13/06/2021,258,300
well_15,14/06/2021,987,280
well_15,15/06/2021,1295,300
well_15,16/06/2021,1285,280
well_15,17/06/2021,1285,300
well_15,18/06/2021,1299,280
well_15,19/06/2021,1092,280
well_15,20/06/2021,1284,283
well_15,21/06/2021,1285,285
well_15,22/06/2021,1303,288
well_15,23/06/2021,1371,320
well_15,24/06/2021,1231,288
well_15,25/06/2021,1298,310
well_15,26/06/2021,1222,330
well_15,27/06/2021,1246,290
well_15,28/06/2021,1274,300
well_15,29/06/2021,1262,278
well_15,30/06/2021,1266,320
well_15,1/07/2021,823,320
well_15,2/07/2021,420,320
well_15,3/07/2021,0,0
well_15,4/07/2021,819,260
well_15,5/07/2021,1219,280
well_15,6/07/2021,786,280
well_15,7/07/2021,0,0
well_15,8/07/2021,0,0
well_15,9/07/2021,0,0
well_15,10/07/2021,0,0
well_15,11/07/2021,981,193
well_15,12/07/2021,1102,193
well_15,13/07/2021,710,255
well_15,14/07/2021,1361,300
well_15,15/07/2021,984,300
well_15,16/07/2021,1298,280
well_15,17/07/2021,1324,280
well_15,18/07/2021,1320,260
well_15,19/07/2021,1268,280
well_15,20/07/2021,1143,280
well_15,21/07/2021,1150,280
well_15,22/07/2021,170,280
well_15,23/07/2021,0,0
well_15,24/07/2021,774,240
well_15,25/07/2021,1244,260
well_15,26/07/2021,1239,243
well_15,27/07/2021,1259,280
well_15,28/07/2021,1041,280
well_15,29/07/2021,1030,260
well_15,30/07/2021,336,260
well_15,31/07/2021,272,260
well_15,1/08/2021,900,280
well_15,2/08/2021,1283,400
well_15,3/08/2021,699,400
well_15,4/08/2021,660,80
well_15,5/08/2021,1325,300
well_15,6/08/2021,1204,280
well_15,7/08/2021,1292,300
well_15,8/08/2021,1287,300
well_15,9/08/2021,1285,310
well_15,10/08/2021,1315,320
well_15,11/08/2021,1231,307
well_15,12/08/2021,1261,305
well_15,13/08/2021,1213,305
well_15,14/08/2021,1235,350
well_15,15/08/2021,1268,370
well_15,16/08/2021,806,370
well_15,17/08/2021,0,0
well_15,18/08/2021,0,0
well_15,19/08/2021,298,260
well_15,20/08/2021,1202,1027
well_15,21/08/2021,178,124
well_15,22/08/2021,57,121
well_15,23/08/2021,0,0
well_15,24/08/2021,0,0
well_15,25/08/2021,0,0
well_15,26/08/2021,0,0
well_15,27/08/2021,0,0
well_15,28/08/2021,0,0
well_15,29/08/2021,0,0
well_15,30/08/2021,0,0
well_15,31/08/2021,0,0
well_15,1/09/2021,0,0
well_15,2/09/2021,0,0
well_15,3/09/2021,0,0
well_15,4/09/2021,0,0
well_15,5/09/2021,0,0
well_15,6/09/2021,0,0
well_15,7/09/2021,0,0
well_15,8/09/2021,0,0
well_15,9/09/2021,0,0
well_15,10/09/2021,0,0
well_15,11/09/2021,0,0
well_15,12/09/2021,0,0
well_15,13/09/2021,0,0
well_15,14/09/2021,0,0
well_15,15/09/2021,0,0
well_15,16/09/2021,0,0
well_15,17/09/2021,0,0
well_15,18/09/2021,0,0
well_15,19/09/2021,0,0
well_15,20/09/2021,0,0
well_15,21/09/2021,0,0
well_15,22/09/2021,0,0
well_15,23/09/2021,0,0
well_15,24/09/2021,0,0
well_15,25/09/2021,0,0
well_15,26/09/2021,0,0
well_15,27/09/2021,0,0
well_15,28/09/2021,0,0
well_15,29/09/2021,0,0
well_15,30/09/2021,0,0
well_15,1/10/2021,1142,600
well_15,2/10/2021,1314,615
well_15,3/10/2021,1295,610
well_15,4/10/2021,1299,507
well_15,5/10/2021,1305,507
well_15,6/10/2021,1290,871
well_15,7/10/2021,1286,958
well_15,8/10/2021,1127,909
well_15,9/10/2021,1208,938
well_15,10/10/2021,1236,542
well_15,11/10/2021,1218,510
well_15,12/10/2021,1232,570
well_15,13/10/2021,1220,580
well_15,14/10/2021,1210,580
well_15,15/10/2021,1198,600
well_15,16/10/2021,1158,600
well_15,17/10/2021,1165,620
well_15,18/10/2021,1156,728
well_15,19/10/2021,1241,748
well_15,20/10/2021,1214,774
well_15,21/10/2021,1193,770
well_15,22/10/2021,1179,982
well_15,23/10/2021,1163,1001
well_15,24/10/2021,1147,1003
well_15,25/10/2021,1163,983
well_15,26/10/2021,1175,890
well_15,27/10/2021,1223,920
well_15,28/10/2021,1204,925
well_15,29/10/2021,1178,940
well_15,30/10/2021,1171,940
well_15,31/10/2021,1146,940
well_15,1/11/2021,1131,940
well_15,2/11/2021,1052,940
well_15,3/11/2021,1110,950
well_15,4/11/2021,1002,937
well_15,5/11/2021,1113,917
well_15,6/11/2021,1106,917
well_15,7/11/2021,1141,934
well_15,8/11/2021,1135,940
well_15,9/11/2021,1096,924
well_15,10/11/2021,1142,930
well_15,11/11/2021,1138,928
well_15,12/11/2021,1120,932
well_15,13/11/2021,1140,931
well_15,14/11/2021,1138,920
well_15,15/11/2021,1132,900
well_15,16/11/2021,1106,910
well_15,17/11/2021,1132,900
well_15,18/11/2021,1130,900
well_15,19/11/2021,1228,885
well_15,20/11/2021,1120,882
well_15,21/11/2021,1145,890
well_15,22/11/2021,1145,890
well_15,23/11/2021,1085,895
well_15,24/11/2021,1113,900
well_15,25/11/2021,1144,908
well_15,26/11/2021,1115,903
well_15,27/11/2021,1135,910
well_15,28/11/2021,1126,911
well_15,29/11/2021,1137,911
well_15,30/11/2021,1122,919
well_15,1/12/2021,1131,921
well_15,2/12/2021,164,921
well_15,3/12/2021,0,0
well_15,4/12/2021,0,0
well_15,5/12/2021,0,0
well_15,6/12/2021,0,0
well_15,7/12/2021,0,0
well_15,8/12/2021,643,865
well_15,9/12/2021,960,824
well_15,10/12/2021,1150,828
well_15,11/12/2021,1109,836
well_15,12/12/2021,920,840
well_15,13/12/2021,1167,855
well_15,14/12/2021,1065,886
well_15,15/12/2021,1076,895
well_15,16/12/2021,1134,903
well_15,17/12/2021,1042,898
well_15,18/12/2021,1110,900
well_15,19/12/2021,764,1180
well_15,20/12/2021,909,1180
well_15,21/12/2021,915,1130
well_15,22/12/2021,919,1130
well_15,23/12/2021,918,1127
well_15,24/12/2021,903,1151
well_15,25/12/2021,880,1052
well_15,26/12/2021,867,1046
well_15,27/12/2021,948,1041
well_15,28/12/2021,968,1052
well_15,29/12/2021,956,1050
well_15,30/12/2021,908,1070
well_15,31/12/2021,973,1066
well_15,1/01/2022,974,1065
well_15,2/01/2022,902,1060
well_15,3/01/2022,908,1060
well_15,4/01/2022,916,1040
well_15,5/01/2022,944,1060
well_15,6/01/2022,983,1027
well_15,7/01/2022,968,1069
well_15,8/01/2022,939,1101
well_15,9/01/2022,913,1113
well_15,10/01/2022,911,1116
well_15,11/01/2022,903,1118
well_15,12/01/2022,911,1120
well_15,13/01/2022,910,1122
well_15,14/01/2022,874,1122
well_15,15/01/2022,0,0
well_15,16/01/2022,0,0
well_15,17/01/2022,0,0
well_15,18/01/2022,0,0
well_15,19/01/2022,0,0
well_15,20/01/2022,0,0
well_15,21/01/2022,0,0
well_15,22/01/2022,0,0
well_15,23/01/2022,594,310
well_15,24/01/2022,426,881
well_15,25/01/2022,0,0
well_15,26/01/2022,0,0
well_15,27/01/2022,0,0
well_15,28/01/2022,596,313
well_15,29/01/2022,1198,310
well_15,30/01/2022,1168,227
well_15,31/01/2022,1133,221
well_15,1/02/2022,1158,246
well_15,2/02/2022,1155,253
well_15,3/02/2022,1135,252
well_15,4/02/2022,1053,841
well_15,5/02/2022,1184,918
well_15,6/02/2022,1170,340
well_15,7/02/2022,1172,340
well_15,8/02/2022,1188,925
well_15,9/02/2022,895,925
well_15,10/02/2022,1201,340
well_15,11/02/2022,1191,322
well_15,12/02/2022,1215,360
well_15,13/02/2022,1158,323
well_15,14/02/2022,1159,332
well_15,15/02/2022,1142,357
well_15,16/02/2022,1187,385
well_15,17/02/2022,1136,405
well_15,18/02/2022,1184,428
well_15,19/02/2022,1183,438
well_15,20/02/2022,1179,443
well_15,21/02/2022,687,419
well_15,22/02/2022,883,362
well_15,23/02/2022,1012,338
well_15,24/02/2022,907,369
well_15,25/02/2022,1022,980
well_15,26/02/2022,1062,520
well_15,27/02/2022,1068,888
well_15,28/02/2022,1015,871
well_15,1/03/2022,1063,880
well_15,2/03/2022,1052,891
well_15,3/03/2022,1048,540
well_15,4/03/2022,1028,518
well_15,5/03/2022,1005,458
well_15,6/03/2022,1045,469
well_15,7/03/2022,1032,471
well_15,8/03/2022,1085,470
well_15,9/03/2022,897,441
well_15,10/03/2022,870,120
well_15,11/03/2022,860,810
well_15,12/03/2022,792,400
well_15,13/03/2022,1172,399
well_15,14/03/2022,1160,407
well_15,15/03/2022,721,362
well_15,16/03/2022,1188,366
well_15,17/03/2022,1179,373
well_15,18/03/2022,1206,850
well_15,19/03/2022,527,400
well_15,20/03/2022,1175,420
well_15,21/03/2022,1111,420
well_15,22/03/2022,1167,400
well_15,23/03/2022,1167,420
well_15,24/03/2022,1170,420
well_15,25/03/2022,1161,374
well_15,26/03/2022,510,374
well_15,27/03/2022,0,0
well_15,28/03/2022,291,763
well_15,29/03/2022,438,997
well_15,30/03/2022,444,997
well_15,31/03/2022,441,997
well_15,1/04/2022,459,1055
well_15,2/04/2022,471,1117
well_15,3/04/2022,467,1110
well_15,4/04/2022,465,1120
well_15,5/04/2022,464,1113
well_15,6/04/2022,462,1151
well_15,7/04/2022,454,1236
well_15,8/04/2022,430,1260
well_15,9/04/2022,419,1300
well_15,10/04/2022,394,1280
well_15,11/04/2022,441,1300
well_15,12/04/2022,437,1300
well_15,13/04/2022,431,1300
well_15,14/04/2022,418,1300
well_15,15/04/2022,439,883
well_15,16/04/2022,387,785
well_15,17/04/2022,420,812
well_15,18/04/2022,426,804
well_15,19/04/2022,315,780
well_15,20/04/2022,434,788
well_15,21/04/2022,441,841
well_15,22/04/2022,446,822
well_15,23/04/2022,458,1082
well_15,24/04/2022,465,940
well_15,25/04/2022,453,1030
well_15,26/04/2022,423,870
well_15,27/04/2022,450,930
well_15,28/04/2022,452,965
well_15,29/04/2022,431,840
well_15,30/04/2022,427,840
well_15,1/05/2022,419,920
well_15,2/05/2022,343,920
well_15,3/05/2022,354,920
well_15,4/05/2022,334,920
well_15,5/05/2022,383,920
well_15,6/05/2022,400,844
well_15,7/05/2022,404,861
well_15,8/05/2022,403,860
well_15,9/05/2022,402,893
well_15,10/05/2022,381,808
well_15,11/05/2022,405,898
well_15,12/05/2022,81,867
well_15,13/05/2022,360,908
well_15,14/05/2022,421,806
well_15,15/05/2022,384,880
well_15,16/05/2022,435,835
well_15,17/05/2022,390,846
well_15,18/05/2022,326,700
well_15,19/05/2022,242,716
well_15,20/05/2022,311,801
well_15,21/05/2022,90,801
well_15,22/05/2022,406,1073
well_15,23/05/2022,321,1073
well_15,24/05/2022,398,1073
well_15,25/05/2022,417,1073
well_15,26/05/2022,354,1073
well_15,27/05/2022,400,800
well_15,28/05/2022,293,674
well_15,29/05/2022,270,756
well_15,30/05/2022,121,864
well_15,31/05/2022,386,893
well_15,1/06/2022,409,924
well_15,2/06/2022,450,860
well_15,3/06/2022,417,959
well_15,4/06/2022,433,937
well_15,5/06/2022,406,882
well_15,6/06/2022,382,801
well_15,7/06/2022,370,895
well_15,8/06/2022,376,901
well_15,9/06/2022,375,874
well_15,10/06/2022,423,874
well_15,11/06/2022,446,874
well_15,12/06/2022,406,874
well_15,13/06/2022,456,874
well_15,14/06/2022,455,874
well_15,15/06/2022,437,874
well_15,16/06/2022,443,874
well_15,17/06/2022,349,985
well_15,18/06/2022,437,868
well_15,19/06/2022,252,865
well_15,20/06/2022,0,0
well_15,21/06/2022,0,0
well_15,22/06/2022,0,0
well_15,23/06/2022,0,0
well_15,24/06/2022,0,0
well_15,25/06/2022,0,0
well_15,26/06/2022,0,0
well_15,27/06/2022,0,0
well_15,28/06/2022,0,0
well_15,29/06/2022,0,0
well_15,30/06/2022,0,0
well_15,1/07/2022,0,0
well_15,2/07/2022,0,0
well_15,3/07/2022,0,0
well_15,4/07/2022,0,0
well_15,5/07/2022,0,0
well_15,6/07/2022,0,0
well_15,7/07/2022,0,0
well_15,8/07/2022,0,0
well_15,9/07/2022,0,0
well_15,10/07/2022,0,0
well_15,11/07/2022,0,0
well_15,12/07/2022,0,0
well_15,13/07/2022,0,0
well_15,14/07/2022,0,0
well_15,15/07/2022,0,0
well_15,16/07/2022,0,0
well_15,17/07/2022,0,0
well_15,18/07/2022,0,0
well_15,19/07/2022,0,0
well_15,20/07/2022,0,0
well_15,21/07/2022,0,0
well_15,22/07/2022,0,0
well_15,23/07/2022,0,0
well_15,24/07/2022,0,0
well_15,25/07/2022,0,0
well_15,26/07/2022,0,0
well_15,27/07/2022,0,0
well_15,28/07/2022,0,0
well_15,29/07/2022,0,0
well_15,30/07/2022,0,0
well_15,31/07/2022,0,0
well_15,1/08/2022,0,0
well_15,2/08/2022,0,0
well_15,3/08/2022,0,0
well_15,4/08/2022,0,0
well_15,5/08/2022,0,0
well_15,6/08/2022,0,0
well_15,7/08/2022,0,0
well_15,8/08/2022,0,0
well_15,9/08/2022,0,0
well_15,10/08/2022,0,0
well_15,11/08/2022,0,0
well_15,12/08/2022,0,0
well_15,13/08/2022,0,0
well_15,14/08/2022,0,0
well_15,15/08/2022,0,0
well_15,16/08/2022,0,0
well_15,17/08/2022,0,0
well_15,18/08/2022,0,0
well_15,19/08/2022,0,0
